Dropout (1=Yes 0=No),Study Mode,Entry Year,Displaced Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
0,1,2022,0,10,33.33,0,,60,6,6,6,0,0,1,1,19,84,984.77405,25,85,11,0,1,1
0,1,2022,0,100,100,100,,60,60,60,22.5,19.5,0,1,1,15,48,484.8827667,12,,8,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,21,21,0,2,2,15,85,676.73995,13,147,13,3,1,1
0,1,2018,1,69.23,100,27.27,51.85185185,39,27,45,22.5,4.5,0,3,4,29,220,2737.7247,71,57,26,2,2,1
0,1,2020,0,100,100,100,100,61.5,61.5,61.5,28.5,33,0,3,3,44,426,3620.272867,64,142,30,3,2,2
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,24,114,1296.927583,36,76,19,3,2,1
0,1,2019,1,35.14,81.25,0,100,55.5,19.5,19.5,19.5,0,0,3,3,46,296,3782.403117,93,134,33,0,2,1
0,1,2020,0,59.57,52.63,64.29,82.5,70.5,42,42,15,27,0,2,3,17,96,879.4108333,24,170,11,1,1,2
1,1,2019,0,29.27,0,32.43,9.756097561,61.5,18,18,0,0,0,1,2,22,216,1124.982217,36,75,14,0,2,2
1,1,2017,1,0,0,0,32.60869565,63,0,0,0,0,0,2,4,7,31,415.0020667,8,18,4,0,1,2
0,1,,0,64.52,83.33,46.88,,62,40,48,25,15,0,1,1,,,,,90,,2,,2
0,1,2018,1,100,100,100,100,18,18,36,6,12,0,4,4,13,82,694.4813333,18,15,9,3,1,0
0,1,2021,0,62.5,75,50,100,60,37.5,37.5,22.5,15,0,2,2,26,99,1821.665683,38,124,16,2,2,1
0,1,,0,100,100,100,,60,60,73.5,27,33,0,1,1,,,,,,,3,,1
0,1,2018,1,33.33,23.08,41.94,55.26315789,85.5,28.5,28.5,9,19.5,0,2,4,35,247,2636.745683,60,99,21,0,2,2
1,1,,0,15,42.86,0,,60,9,9,9,0,0,1,1,,,,,47,,0,,1
0,1,2019,1,73.91,100,53.85,100,69,51,60.5,30,21,0,4,4,31,366,2185.445433,46,31,25,2,2,2
0,1,2017,1,100,,100,75,15,15,15,0,6,0,4,5,6,19,397.25265,7,32,6,3,1,0
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,35,331,4013.440833,98,120,34,3,2,1
0,1,2020,0,59.46,45.45,80,40,55.5,33,33,15,9,0,1,2,54,472,3746.935433,102,5,36,1,2,1
0,1,2022,0,60,20,100,,60,36,36,6,30,0,1,1,55,757,4912.415467,116,109,32,1,2,1
0,1,2021,1,100,100,100,60,60,60,60,30,30,0,2,3,73,582,6905.378633,157,121,53,3,3,1
0,1,2020,0,100,100,100,100,60,60,60,28.5,31.5,0,3,3,25,114,1661.962133,37,113,15,3,2,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2018,1,70,100,64.71,69.3877551,60,42,42,9,9,0,3,5,76,309,4494.144067,111,123,64,2,3,1
0,1,2021,1,77.5,100,52.63,100,60,46.5,47.16,31.5,15,0,2,2,36,157,2573.1888,64,164,20,2,2,1
1,1,2018,1,0,,0,85,9,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2019,0,85.71,77.78,100,100,63,54,54,31.5,22.5,0,4,4,,,,,5,,3,,2
0,1,,0,0,,0,0,30,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2021,1,61.54,60,63.16,82.5,58.5,36,36,18,18,0,1,2,81,1240,7105.725,163,,65,2,3,1
1,1,2013,0,0,,0,100,12,0,0,0,0,0,4,4,,,,,,,0,,0
1,0,2020,1,0,0,0,52.94117647,37.5,0,0,0,0,0,2,4,39,162,2046.347933,53,55,15,0,2,1
0,1,,1,80,100,60,,60,48,48,30,18,0,1,1,,,,,17,,2,,1
0,1,2020,1,100,100,100,100,60,60,60,33,27,0,3,3,31,214,2136.63495,51,76,20,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,27,33,0,3,3,82,365,6556.67585,149,138,59,3,3,1
0,1,2020,1,87.88,76.47,100,80.64516129,49.5,43.5,43.5,19.5,24,0,2,2,36,178,2416.322483,65,181,26,3,2,1
0,1,2020,1,74.42,65,82.61,92.5,64.5,48,48,19.5,28.5,0,2,3,31,180,2164.531783,49,203,19,2,2,2
0,0,,1,100,100,100,,36,36,36,18,18,0,1,1,,,,,14,,3,,1
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,16,63,917.0914167,19,,4,3,1,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,51,417,3648.338083,73,68,20,3,2,1
0,1,,1,,,,,39,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,1,100,100,100,100,60,60,60,28.5,31.5,0,3,4,27,92,959.2124333,21,162,18,3,2,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,17,49,788.90855,19,110,15,3,1,1
0,1,,0,100,100,100,28.57142857,24,24,24,12,0,0,2,2,,,,,19,,3,,0
0,1,2019,0,100,100,100,100,60,60,60,30,30,0,4,4,47,2880,4785.266167,115,101,39,3,2,1
0,1,2020,1,65,63.64,66.67,100,60,39,39,21,18,0,3,3,32,303,2574.510483,63,10,24,2,2,1
0,1,2020,0,100,100,100,100,60,60,76.5,33,27,0,3,3,46,1229,3093.657133,93,86,44,3,2,1
0,1,,1,,,,12.12121212,48,0,0,0,0,0,1,1,,,,,5,,,,1
0,1,2020,1,88.24,100,77.78,80,76.5,67.5,67.5,36,31.5,0,2,3,85,938,6495.540133,134,96,44,3,3,2
0,1,2019,1,79.55,100,55,90,66,52.5,66,36,16.5,0,3,4,32,253,2974.980317,77,128,28,2,2,2
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,33,187,2941.072183,64,110,31,3,2,1
0,1,,1,85.19,100,75,100,40.5,34.5,34.5,16.5,6,0,1,2,,,,,38,,3,,1
0,1,2019,1,88.46,100,75,100,39,34.5,52.5,21,13.5,0,3,4,47,1024,4131.929933,110,164,38,3,2,1
0,1,,0,,,,100,48,0,0,0,0,0,1,5,10,43,460.3890167,10,60,5,,1,1
0,1,2017,0,72.41,100,0,40.90909091,43.5,31.5,49.5,31.5,0,0,3,4,38,382,3636.0402,71,43,26,2,2,1
0,1,2022,1,100,100,100,,60,60,60,18,18,0,1,1,71,479,4945.825183,96,140,51,3,3,1
0,1,,1,100,100,100,22.5,46.5,46.5,46.5,16.5,30,0,1,1,,,,,71,,3,,1
1,1,2022,1,100,100,100,,60,60,60,21,21,0,1,1,49,670,3467.361233,83,121,43,3,2,1
0,1,2020,0,65,47.62,84.21,100,60,39,39,15,24,0,2,2,46,361,3356.744733,78,142,26,2,2,1
0,1,2022,1,100,100,100,,60,60,60,9,12,0,1,1,45,229,2544.7966,64,138,39,3,2,1
0,1,2022,1,100,100,100,,60,60,60,9,12,0,1,1,48,189,2267.287,63,134,34,3,2,1
0,1,2022,1,50,40,60,,60,30,30,12,18,0,1,1,20,229,1443.204667,28,62,13,1,1,1
0,1,2019,0,92.5,100,85,100,60,55.5,60.8,30,25.5,0,4,4,43,823,3535.457833,87,106,33,3,2,1
0,1,2021,0,80,100,60,100,60,48,48,30,18,0,4,4,42,253,2860.311917,83,104,30,2,2,1
0,1,2017,1,100,,100,60,12,12,12,0,12,0,4,4,,,,,,,3,,0
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,71,,3,,1
0,1,2018,1,100,100,100,50,16.5,16.5,16.5,4.5,12,0,4,4,24,120,1552.987617,36,13,17,3,2,0
0,1,,0,0,,0,0,30,0,0,0,0,0,1,1,,,,,,,0,,0
1,1,,0,0,0,0,100,60,0,0,0,0,30,2,2,,,,,,,0,,1
0,1,2019,0,100,100,100,76.92307692,55.5,55.5,55.5,30,25.5,0,4,4,,,,,1,,3,,1
0,1,,0,100,,100,100,12,12,12,0,0,0,1,1,,,,,,,3,,0
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,83,,3,,1
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,2,7,90.7377,2,110,28,3,1,1
0,1,,0,50,100,0,,60,30,30,30,0,0,1,1,,,,,81,,1,,1
0,1,2021,0,57.45,33.33,76.92,90,70.5,40.5,40.5,10.5,21,0,1,2,2,17,96.51103333,3,139,,1,1,2
0,1,2021,1,0,0,0,17.5,61.5,0,0,0,0,0,1,2,7,50,576.7309167,12,,5,0,1,2
0,1,2021,0,85,100,79.31,100,60,51,51,16.5,10.5,0,2,2,37,446,3595.589567,72,154,24,3,2,1
0,1,,0,,,,,40.5,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,0,0,0,0,40,60,0,0,0,0,0,1,1,2,12,90.54351667,3,22,1,0,1,1
0,1,2020,0,85,100,73.91,100,60,51,51,25.5,25.5,0,3,4,50,319,3341.248017,79,45,42,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,18,24,0,2,2,53,408,5496.1385,122,92,30,3,2,1
0,1,,1,100,,100,70.73170732,12,12,12,0,0,0,2,2,,,,,5,,3,,0
0,1,2021,1,90.63,80,100,100,48,43.5,43.5,18,25.5,0,2,2,56,667,3853.6522,96,119,33,3,2,1
0,1,2021,0,66.67,30,100,77.5,63,42,42,9,33,0,1,2,8,30,410.6435333,11,,7,2,1,2
0,1,2022,1,100,100,100,,60,60,60,18,24,0,1,1,99,906,9215.395933,236,119,62,3,3,1
0,1,2016,1,55.17,46.15,62.5,53.57142857,43.5,24,24,9,15,0,3,4,49,265,3659.486133,98,,42,1,2,1
0,1,2022,1,85.37,100,80.65,,61.5,52.5,52.5,15,16.5,0,1,2,94,369,5810.762367,135,95,68,3,3,2
1,1,,1,80,100,66.67,,60,48,48,24,24,0,1,1,,,,,,,2,,1
0,1,,0,100,100,100,100,51,51,60,30,9,0,2,2,,,,,101,,3,,1
0,1,2020,0,100,100,100,100,60,60,60,24,36,0,3,3,33,403,2895.282133,72,147,25,3,2,1
0,1,2019,1,91.04,100,75,100,67,61,79,43,18,0,3,4,,,,,154,,3,,2
0,1,,0,,,,16.21621622,40.5,0,0,0,0,0,1,1,,,,,,,,,1
1,1,2018,0,0,,0,81.39534884,12,0,0,0,0,0,4,4,,,,,6,,0,,0
0,1,2021,0,100,100,100,100,60,60,60,31.5,28.5,0,2,2,24,138,1668.70575,30,40,19,3,2,1
0,1,2019,0,79.07,100,60.87,100,64.5,51,61,30,13.5,0,4,4,11,42,845.6713333,16,153,4,2,1,2
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,,,3,,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,62,314,4598.569633,118,128,39,3,3,1
0,1,2019,1,100,100,100,86.04651163,60,60,60,33,27,0,4,4,,,,,2,,3,,1
0,1,,1,40.51,57.78,17.65,53.16455696,59.25,24,33,19.5,4.5,0,1,2,,,,,72,,1,,1
0,1,2019,1,7.14,27.27,0,78.78787879,63,4.5,4.5,4.5,0,0,2,3,23,154,1523.4023,38,86,17,0,2,2
0,1,,0,92.31,85.71,100,,65,60,60,30,30,0,1,1,,,,,,,3,,2
0,1,,0,100,100,100,,60,60,60,30,18,0,1,1,,,,,111,,3,,1
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,25,,3,,1
1,1,2021,1,0,0,0,73.33333333,29,0,0,0,0,0,3,4,10,44,862.4192,12,,3,0,1,0
0,1,,1,100,,100,33.33333333,12,12,12,0,0,0,1,1,,,,,,,3,,0
0,1,2021,1,94,100,93.02,65,75,70.5,70.5,10.5,6,0,1,2,67,264,4082.7171,102,144,45,3,3,2
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,55,1121,4013.08605,80,112,29,3,2,1
0,1,2021,1,80,80,80,100,60,48,48,24,24,0,2,2,24,93,1409.461983,33,70,15,2,2,1
0,1,,1,100,100,100,,60,60,60,27,33,0,1,1,,,,,109,,3,,1
0,1,2017,0,83.33,100,80,55.88235294,54,45,45,9,19.5,0,3,5,41,463,2689.367083,56,46,27,3,2,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,38,1070,3150.2603,60,57,27,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,41,263,3390.1534,83,23,32,3,2,1
0,1,2021,0,75,65,85,100,60,45,46.33,19.5,25.5,0,2,2,31,332,4484.693017,83,78,28,2,2,1
0,1,2022,1,57.5,58.33,57.14,,60,34.5,34.5,10.5,15,0,1,1,34,166,2585.223767,52,96,27,1,2,1
0,1,,0,92.5,100,86.96,100,60,55.5,60,25.5,18,0,2,2,,,,,163,,3,,1
0,1,2019,1,85,100,80.65,100,60,51,51,13.5,4.5,0,4,5,46,284,2240.947433,58,162,41,3,2,1
0,1,,1,67.74,80,61.9,67.5,46.5,31.5,37.5,12,19.5,0,1,2,,,,,,,2,,1
0,1,2020,1,100,100,100,100,60,60,60,25.5,30,0,3,3,24,282,1281.686567,40,137,11,3,2,1
0,1,2020,1,100,100,100,91.66666667,66,66,66,36,30,0,2,3,33,218,2946.031417,52,131,24,3,2,2
0,1,2020,1,100,100,100,93.18181818,61.5,61.5,61.5,25.5,36,0,3,3,64,299,4058.372033,107,161,43,3,3,2
0,1,2022,0,17.65,25,13.64,,51,9,9,4.5,4.5,0,1,1,52,231,3040.17455,85,,34,0,2,1
0,1,2020,0,100,100,100,100,60,60,60,16.5,16.5,0,3,3,38,238,2687.5497,73,127,29,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,63,536,5197.642183,111,149,50,3,3,1
0,1,2019,0,85,100,64.71,100,60,51,58.5,34.5,16.5,0,2,4,33,143,2208.596,51,58,24,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,27,33,0,3,3,7,32,449.2035833,14,1,4,3,1,1
0,1,2020,1,100,100,100,100,60,60,60,25.5,30,0,3,3,10,47,781.3853167,19,50,9,3,1,1
0,0,2022,1,72.22,71.43,72.73,,54,39,39,15,6,0,1,3,,,,,19,,2,,1
0,1,2020,0,100,100,100,100,60,60,60,30,30,0,3,3,49,457,4168.754133,113,125,33,3,2,1
0,1,2021,1,11.11,0,20,10,54,6,6,0,6,0,1,1,,,,,123,,0,,1
0,1,,0,100,100,100,,60,60,73.5,27,33,0,1,1,,,,,141,,3,,1
1,1,2017,1,0,,0,0,9,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,72,932,6784.932,137,137,57,3,3,1
0,1,2022,0,57.14,57.89,56.52,,63,36,36,16.5,19.5,0,1,2,,,,,188,,1,,2
0,1,2018,0,66.67,0,100,89.47368421,18,12,18,0,12,0,4,4,,,,,48,,2,,0
0,1,2017,1,100,,100,76.47058824,12,12,12,0,12,0,4,4,2,6,91.63113333,2,5,,3,1,0
0,1,2016,1,92,86.67,100,50,75,69,69,39,30,0,3,4,2,11,138.8315333,3,95,1,3,1,2
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,,,,,117,,3,,1
0,1,,0,70,81.25,57.14,,60,42,42,26,16,0,1,1,,,,,59,,2,,1
0,1,2020,0,82.93,80,85.71,82.5,61.5,51,51,24,27,0,2,3,40,319,3075.515067,66,186,32,3,2,2
0,1,2018,1,27.45,23.33,33.33,50,76.5,21,21,10.5,10.5,0,1,4,17,91,1082.04055,31,54,13,0,1,2
0,1,,0,,,,,5,5,5,5,0,0,1,1,,,,,,,,,0
0,1,2018,0,100,,100,81.81818182,9,9,9,0,0,0,4,4,2,7,90.2184,3,43,,3,1,0
1,1,2020,0,30.23,0,37.14,92.5,64.5,19.5,19.5,0,4.5,0,2,3,12,45,610.29595,15,122,10,0,1,2
0,1,2021,1,27.27,0,42.86,24,16.5,4.5,4.5,0,4.5,0,4,4,11,55,645.4591167,12,25,7,0,1,0
1,1,2017,1,0,,0,33.33333333,12,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,2020,1,71.43,45.45,100,80.48780488,63,45,45,15,30,0,3,4,13,54,695.1494333,17,71,12,2,1,2
0,1,,0,100,100,100,100,60,60,60,30,18,0,2,2,,,,,,,3,,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,20,81,1088.6494,25,8,14,3,1,1
0,1,2020,1,100,100,100,100,45,45,45,6,9,0,2,3,,,,,16,,3,,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,47,187,3939.390167,92,166,28,3,2,1
0,0,,1,0,0,0,14.28571429,40.5,0,0,0,0,0,1,1,21,80,1717.780133,28,,3,0,2,1
1,1,,0,0,,0,0,30,0,0,0,0,0,1,1,,,,,2,,0,,0
0,1,,0,100,,100,0,30,30,30,0,0,0,1,1,,,,,,,3,,0
0,1,2019,1,65.71,100,42.86,53.48837209,52.5,34.5,34.5,21,13.5,0,2,4,10,62,645.1784333,17,85,9,2,1,1
0,1,2020,1,100,100,100,100,60,60,60,12,6,0,3,3,55,327,2254.148033,54,171,43,3,2,1
0,1,2020,0,100,100,100,100,60,60,60,24,36,0,3,3,48,397,3287.48395,82,64,29,3,2,1
0,1,2021,0,14.63,0,19.35,35,61.5,9,9,0,9,0,1,2,3,17,121.9300167,3,58,2,0,1,2
1,1,,1,15,30,0,,60,9,9,9,0,0,1,1,,,,,99,,0,,1
0,1,2020,1,47.5,30,65,73.17073171,60,28.5,28.5,9,19.5,0,2,3,19,67,1141.54205,24,,17,1,1,1
0,1,2021,1,76.19,100,71.43,70,63,48,48,10.5,4.5,0,1,2,,,,,34,,2,,2
1,0,,0,100,100,100,,24.5,24.5,24.5,4,20.5,0,1,1,,,,,,,3,,0
0,1,2019,0,100,100,100,100,60,60,60,30,21,0,4,4,75,1201,5589.35045,147,120,50,3,3,1
0,1,,0,100,,100,100,10,10,15,0,0,0,2,2,,,,,26,,3,,0
0,1,2019,1,100,100,100,100,64.5,64.5,64.5,45,6,0,3,4,9,28,503.4062667,11,98,4,3,1,2
0,1,2021,1,100,100,100,100,60,60,60,16.5,10.5,0,2,2,46,522,4887.843817,120,120,37,3,2,1
0,1,2018,0,100,100,100,67.34693878,24,24,24,6,18,0,4,4,53,627,3549.974133,76,33,28,3,2,0
0,1,2019,0,,,,100,60,48,48,16.5,31.5,0,3,4,,,,,,,,,1
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,70,432,5134.7629,113,72,55,3,3,1
0,1,2022,0,100,100,100,,60,60,60,21,21,0,1,1,66,1171,4449.453067,118,,40,3,3,1
0,1,2021,1,90.91,100,82.61,100,66,60,60,31.5,28.5,0,2,2,49,273,4675.155183,111,152,38,3,2,2
0,1,2021,0,92.5,85,100,100,60,55.5,55.5,25.5,30,0,2,2,30,136,2022.869733,43,156,23,3,2,1
0,1,2019,1,73.81,66.67,83.33,64.28571429,63,46.5,46.5,24,22.5,0,3,4,29,98,2005.6306,39,45,16,2,2,2
0,1,,1,,,,,48,0,0,0,0,0,1,1,,,,,11,,,,1
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2022,1,46.34,80,26.92,,61.5,28.5,28.5,18,10.5,0,1,2,23,108,1225.003967,42,92,16,1,2,2
0,1,2019,1,100,100,100,100,60,60,60,9,18,0,4,5,,,,,,,3,,1
0,1,,0,100,,100,60,12,12,12,0,0,0,2,2,,,,,47,,3,,0
0,1,2020,1,100,100,100,100,63,63,76.03,28.5,34.5,0,3,3,58,434,4021.8039,86,103,33,3,2,2
0,1,2017,0,69.57,0,80,78.57142857,34.5,24,24,0,0,0,5,5,,,,,45,,2,,1
0,1,,1,60,100,0,100,30,18,18,18,0,0,2,2,,,,,7,,1,,0
0,1,,0,100,100,,100,15,15,15,15,0,0,2,2,,,,,,,3,,0
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,71,,3,,1
0,1,2022,1,65,50,80,,60,39,39,15,24,0,1,1,35,226,2581.33985,55,112,24,2,2,1
0,1,,0,100,,100,55,27,27,27,0,13.5,0,2,2,,,,,70,,3,,0
1,1,2021,1,90.24,73.33,100,52.5,61.5,55.5,55.5,16.5,21,0,1,2,54,423,3526.3751,95,128,37,3,2,2
0,1,2020,0,66.67,57.14,80,80,72,48,48,24,24,0,2,3,30,305,2363.031783,67,106,11,2,2,2
0,1,2019,1,88.89,100,78.95,63.33333333,54,48,48,25.5,22.5,0,2,3,26,119,1572.669883,40,151,20,3,2,1
0,1,2021,0,34.78,44.44,28.57,70,69,24,24,12,12,0,1,2,28,203,1871.820083,57,157,23,0,2,2
0,1,2021,1,100,100,100,40,63,63,63,33,30,0,1,2,37,581,2416.152467,60,92,21,3,2,2
0,1,,1,100,100,100,,60,60,60,24,24,0,1,1,,,,,63,,3,,1
0,1,2019,1,100,,100,76,12,12,12,0,12,0,4,4,,,,,33,,3,,0
0,1,,1,0,0,0,0,57,0,0,0,0,0,1,1,,,,,60,,0,,1
0,1,2019,0,70,100,40,100,60,42,60,30,12,0,4,4,11,38,697.7679,18,44,1,2,1,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,32,239,2656.103383,62,163,30,3,2,1
0,1,2020,0,91.11,100,84,100,67.5,61.5,61.5,30,31.5,0,3,3,63,903,4244.206183,102,143,26,3,3,2
0,1,,1,100,,100,76.19047619,12,12,12,0,0,0,1,1,,,,,10,,3,,0
0,1,2021,0,79.31,100,68.42,81.25,43.5,34.5,34.5,15,19.5,0,1,2,60,387,4670.193217,111,158,43,2,2,1
0,1,2018,1,50,50,,100,27,13.5,32.5,13.5,0,0,3,4,46,605,3197.849417,77,77,19,1,2,0
0,1,2020,1,100,100,100,100,64.5,64.5,64.5,28.5,36,0,1,3,43,169,3203.16945,70,123,25,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,28.5,27,0,3,3,39,275,2609.077067,70,137,36,3,2,1
0,1,2019,1,100,100,100,100,60,60,60,24,27,0,4,4,9,42,524.6563167,15,,5,3,1,1
0,1,,1,0,0,0,,76.5,0,0,0,0,0,1,1,,,,,60,,0,,2
0,1,,1,81.63,67.86,100,,73.5,60,60,28.5,31.5,0,1,1,,,,,49,,3,,2
0,1,2019,1,100,100,100,92.5,54,54,54,37.5,16.5,0,3,4,,,,,3,,3,,1
0,1,2019,1,42.5,35,50,61.9047619,60,25.5,27.67,10.5,15,0,2,3,8,46,596.7148,17,147,7,1,1,1
0,1,2020,1,100,100,100,100,60,60,60,12,6,0,3,3,41,223,1913.6653,47,110,30,3,2,1
0,1,2021,0,100,100,100,75,64.5,64.5,64.5,24,13.5,0,1,2,34,156,2392.18485,50,99,27,3,2,2
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2020,0,36.36,0,44.44,90.4,66,24,24,0,0,0,2,3,,,,,192,,0,,2
0,1,2019,1,100,100,100,0,61.5,61.5,75,30,31.5,0,2,3,40,289,2793.913067,61,127,15,3,2,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,24,154,2585.095417,54,107,18,3,2,1
0,1,2019,0,100,100,100,100,60,60,60,30,30,0,4,4,,,,,57,,3,,1
0,1,2018,1,0,0,0,79.06976744,13.5,0,0,0,0,0,4,4,,,,,2,,0,,0
1,1,2022,1,75,71.43,76.92,,60,45,45,15,21,0,1,1,30,113,1507.316117,41,27,10,2,2,1
0,1,2019,0,79.07,100,60.87,100,64.5,51,60,30,13.5,0,4,4,7,72,227.3255333,9,118,5,2,1,2
0,1,2018,1,100,,100,88.23529412,21,21,27,0,9,0,4,4,19,184,1215.860133,27,99,14,3,1,0
0,1,,1,100,,100,0,30,30,30,0,0,0,2,2,,,,,,,3,,0
0,1,2020,0,100,100,100,90.90909091,66,66,66,37.5,28.5,0,2,3,48,395,4347.67835,85,134,44,3,2,2
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,29,161,2252.001667,48,136,19,3,2,1
0,1,2022,1,100,100,100,,60,60,60,22.5,19.5,0,1,1,70,391,5629.050433,136,149,35,3,3,1
0,1,2020,1,100,100,100,100,60,60,60,28.5,31.5,0,3,3,27,113,1968.973667,42,125,17,3,2,1
0,1,2018,0,63.64,100,27.27,100,33,21,21,16.5,4.5,0,4,4,35,219,2857.109133,67,136,14,2,2,1
0,1,2018,1,100,100,100,100,45,45,45,24,12,0,3,4,3,10,137.2385167,3,22,10,3,1,1
0,1,,0,,,,,60,48,48,30,18,0,2,4,29,168,2126.631383,51,,14,,2,1
0,1,2019,1,100,100,100,100,57,57,57,28.5,28.5,0,3,3,24,171,1518.732217,36,106,14,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,33,27,0,3,3,21,161,1600.281983,37,114,17,3,2,1
0,1,,1,70.59,100,66.67,100,51,36,45,6,30,0,1,2,,,,,67,,2,,1
0,1,,0,100,100,100,100,48,48,48,30,18,0,2,2,,,,,,,3,,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,,,3,,1
1,1,,1,100,,100,37.5,15,15,15,0,15,0,1,1,,,,,,,3,,0
0,1,2018,1,65,100,54.84,100,60,39,39,13.5,9,0,5,5,1,8,39.99268333,2,131,35,2,1,1
0,1,,1,60,40,66.67,100,60,36,36,6,30,0,1,2,,,,,29,,1,,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,85,,3,,1
0,0,2018,1,85,72.73,100,100,30,25.5,26.4,12,13.5,0,3,4,13,38,651.135,14,132,5,3,1,0
0,1,2019,1,70,100,40,100,60,42,60,30,12,0,4,4,33,201,2611.7103,54,66,21,2,2,1
1,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,10,22,429.2841167,10,23,2,3,1,1
0,1,2021,1,87.14,100,83.18,58.33333333,70,61,61,16.5,17.5,0,1,2,73,299,6241.597083,155,130,33,3,3,2
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,20,110,1536.3732,32,147,18,3,1,1
0,0,2022,0,89.66,100,85,,43.5,39,39,13.5,25.5,0,1,3,67,471,5317.884317,150,106,52,3,3,1
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,,,,,,,3,,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,163,,3,,1
0,1,2021,1,6.38,14.29,0,57.5,70.5,4.5,4.5,4.5,0,0,1,2,19,96,1089.332117,25,77,11,0,1,2
0,1,2022,1,100,100,100,,60,60,60,28.5,31.5,0,1,1,68,487,6772.25295,156,35,44,3,3,1
1,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,24,74,1194.407333,27,156,15,3,2,1
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,76,,3,,1
0,0,2022,1,60,0,70.59,,60,36,36,0,6,0,1,1,60,232,3095.9004,80,,22,1,2,1
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,3,26,116,1471.294433,39,99,15,3,2,1
0,1,2020,1,70,53.85,77.78,0,60,42,42,10.5,31.5,0,1,2,31,155,2122.4406,48,102,24,2,2,1
1,1,2019,1,70,100,47.83,100,60,42,42,25.5,16.5,0,4,4,42,509,2962.937933,70,124,36,2,2,1
0,1,2019,1,65.63,100,0,90,48,31.5,48,31.5,0,0,3,4,3,9,138.25595,3,95,21,2,1,1
0,1,2018,1,10,50,0,22.72727273,60,6,6,6,0,0,2,4,25,278,1676.3164,35,79,19,0,2,1
0,1,,1,65.38,100,43.75,100,78,51,60,30,9,0,2,2,,,,,153,,2,,2
